timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state payload payload_cog_0 payload_cog_1 payload_cog_2 script_control_line output_bit_registers0_to_31 output_bit_registers32_to_63 output_int_register_0 output_int_register_1 output_int_register_2 output_int_register_3 output_int_register_4 output_int_register_5 output_int_register_6 output_int_register_7 output_int_register_8 output_int_register_9 output_int_register_10 output_int_register_11 output_int_register_12 output_int_register_13 output_int_register_14 output_int_register_15 output_int_register_16 output_int_register_17 output_int_register_18 output_int_register_19 output_int_register_20 output_int_register_21 output_int_register_22 output_int_register_23 output_double_register_0 output_double_register_1 output_double_register_2 output_double_register_3 output_double_register_4 output_double_register_5 output_double_register_6 output_double_register_7 output_double_register_8 output_double_register_9 output_double_register_10 output_double_register_11 output_double_register_12 output_double_register_13 output_double_register_14 output_double_register_15 output_double_register_16 output_double_register_17 output_double_register_18 output_double_register_19 output_double_register_20 output_double_register_21 output_double_register_22 output_double_register_23
1858.27 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.12249267317598e-17 -2.0944839397565778 -1.7961631789392822 -0.09488687779327311 -0.011517704274997606 0.022669708687525127 5.105230866826392e-16 -21.084325837639103 -17.99346944780054 -0.7661440765830688 -0.09202510261383536 0.18124074320337963 -0.04666167894472295 -1.4998428386500855 2.075501267110006 -0.3026622098735352 1.4666876792907715 2.7316536903381348 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.042503103613853455 -2.0689477920532227 -1.5806447267532349 -0.11183135211467743 -0.04308432713150978 0.025990275666117668 5.12249267317598e-17 -2.0944839397565778 -1.7961631789392822 -0.09488687779327311 -0.011517704274997606 0.022669708687525127 -0.6489077617094245 -0.14537947567983517 0.21451540424982646 -1.036989004177121 -1.6329196411462756 0.8602733426141309 0.0 0.0 0.0 0.0 0.0 0.0 12.285914803785591 23.430423409740847 11.831588502037757 -0.1340232816091444 -0.26687888381459013 0.5674866745131899 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0 32.8125 33.5 33.5625 0.616849 7 253 253 253 253 253 253 1 3.00711727142334 -8.370128631591797 -2.604891538619995 0.0 1.0 0.0 47.702110290527344 47.79166793823242 0.6411817073822021 47.670928955078125 47.64226531982422 47.68526077270508 47.599266052246094 47.570594787597656 47.61359786987305 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.278 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.8576210588215742e-17 -2.09447636165155 -1.7961555638643176 -0.09487742981223375 -0.011520951289763562 0.022669077829261183 1.8513612363027043e-16 -21.08424955190943 -17.993393162070866 -0.7660677908533946 -0.0920510458799491 0.18123569959112198 -0.04664975801576787 -1.4998548787883301 2.0755375067340296 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.03981804847717285 -2.0965561866760254 -1.5891685485839844 -0.12381249666213989 -0.039336949586868286 0.0003956181462854147 1.8576210588215742e-17 -2.09447636165155 -1.7961555638643176 -0.09487742981223375 -0.011520951289763562 0.022669077829261183 -0.6488950749651411 -0.14539578785315868 0.2145079104751587 -1.036946134726082 -1.6329493067226544 0.8602865816329842 0.0 0.0 0.0 0.0 0.0 0.0 12.141597532549095 23.27737340068955 11.895623921133943 -0.13142244865313624 -0.2631297015358259 0.566266379054606 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0 32.8125 33.5 33.5625 0.612696 7 253 253 253 253 253 253 1 3.141192674636841 -8.427590370178223 -2.738966703414917 0.0 1.0 0.0 47.70838165283203 47.80241775512695 0.5964226126670837 47.68526077270508 47.670928955078125 47.7282600402832 47.61359786987305 47.5562629699707 47.61359786987305 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.2859999999998 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.428552121060346e-17 -2.094552580999147 -1.7961798690405024 -0.09489124251361793 -0.011516537589202479 0.022669444439271866 -5.410258953758599e-16 -21.08501682136868 -17.993636644650977 -0.7661793185966738 -0.09201578093154075 0.18123863058029868 -0.04666167894472295 -1.4998309177211304 2.0755613485919397 -0.30269844949755864 1.466639518737793 2.7316417694091797 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.039030756801366806 -2.0747594833374023 -1.652944564819336 -0.11900700628757477 -0.04653604328632355 0.014956348575651646 -5.428552121060346e-17 -2.094552580999147 -1.7961798690405024 -0.09489124251361793 -0.011516537589202479 0.022669444439271866 -0.648890494480861 -0.1453957303132348 0.21448172771073526 -1.0369747651282226 -1.6329794407273421 0.8602955692544203 0.0 0.0 0.0 0.0 0.0 0.0 12.349007067819048 23.17568705796788 11.631180962373584 -0.12832014685843932 -0.2613884338849364 0.5679201728946088 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0 32.8125 33.5 33.5625 0.605028 7 253 253 253 253 253 253 1 3.026270866394043 -8.255207061767578 -2.7772738933563232 0.0 1.0 0.0 47.69853210449219 47.77823257446289 0.6680382490158081 47.670928955078125 47.65659713745117 47.6995964050293 47.61359786987305 47.54193115234375 47.61359786987305 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.2939999999999 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.380398355084677e-17 -2.094658172857961 -1.7961819218296289 -0.09489395447287122 -0.011517192285212335 0.022669432126016457 5.362267456630599e-16 -21.086079772062536 -17.99365720892869 -0.766201215739526 -0.09202101187566376 0.18123853213776497 -0.04667407671083623 -1.4998548787883301 2.0755613485919397 -0.3026746076396485 1.466639518737793 2.731593608856201 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.009983427822589874 -2.0743443965911865 -1.6044440269470215 -0.10437605530023575 -0.025568988174200058 0.011478873901069164 5.380398355084677e-17 -2.094658172857961 -1.7961819218296289 -0.09489395447287122 -0.011517192285212335 0.022669432126016457 -0.6488870932611726 -0.1453890618081564 0.21448994802800866 -1.036940620760435 -1.6329902072034879 0.8602555754066707 0.0 0.0 0.0 0.0 0.0 0.0 12.110256835005258 23.2830101880675 11.672323084598577 -0.1281459173647637 -0.2625824126590072 0.5645195767799784 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.60156 7 253 253 253 253 253 253 1 3.026270866394043 -8.465897560119629 -2.7006595134735107 0.0 1.0 0.0 47.70927429199219 47.79704284667969 0.6658024191856384 47.670928955078125 47.670928955078125 47.71392822265625 47.6279296875 47.5562629699707 47.61359786987305 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.302 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.5980442255655345e-17 -2.0945383550541727 -1.796165573693971 -0.09488935371753762 -0.011518852773294128 0.02266943409230774 -1.592659126606928e-16 -21.084873614513047 -17.993493437795344 -0.7661640679112002 -0.09203427898015504 0.18123854785795346 -0.046637837086812794 -1.4998428386500855 2.0755613485919397 -0.3027103704265137 1.4666757583618164 2.7316174507141113 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.004007057286798954 -2.055220365524292 -1.6137057542800903 -0.11400437355041504 -0.04078754037618637 0.016375329345464706 -1.5980442255655345e-17 -2.0945383550541727 -1.796165573693971 -0.09488935371753762 -0.011518852773294128 0.02266943409230774 -0.6488891448943166 -0.14540025864274858 0.21449208185531182 -1.0369399778929778 -1.6329653707913543 0.8602714893469539 0.0 0.0 0.0 0.0 0.0 0.0 12.268202008071132 23.465962719939114 12.0750193478219 -0.1315184030428975 -0.2681885030930105 0.5741013679720405 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.596712 7 253 253 253 253 253 253 1 3.026270866394043 -8.274360656738281 -2.6623520851135254 0.0 1.0 0.0 47.68061828613281 47.77017593383789 0.6232790946960449 47.64226531982422 47.61359786987305 47.65659713745117 47.584930419921875 47.5275993347168 47.584930419921875 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.31 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3939887237703594e-17 -2.094557905600357 -1.7961329336535972 -0.09488269905496047 -0.011518717871868008 0.022669342953807056 2.3859214462964026e-16 -21.085070421983485 -17.993166458834786 -0.7661103362421463 -0.09203320113362548 0.18123781922002408 -0.04664975801576787 -1.4998788398555298 2.0755375067340296 -0.30268652856860356 1.4666638374328613 2.7316174507141113 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.01716633141040802 -2.0756211280822754 -1.646033525466919 -0.1129174679517746 -0.0347612202167511 0.012209093198180199 2.3939887237703594e-17 -2.094557905600357 -1.7961329336535972 -0.09488269905496047 -0.011518717871868008 0.022669342953807056 -0.6488937819459186 -0.14539613654755867 0.21452317184392278 -1.0369202838756806 -1.6329344608719425 0.8602867444161492 0.0 0.0 0.0 0.0 0.0 0.0 12.236015617872832 23.11584305808814 11.643892195776587 -0.12832075130632745 -0.25823727923290657 0.5619063066645605 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.603133 7 253 253 253 253 253 253 1 2.9879636764526367 -8.35097599029541 -2.7006595134735107 0.0 1.0 0.0 47.686885833740234 47.76301193237305 0.6389458775520325 47.65659713745117 47.64226531982422 47.6995964050293 47.61359786987305 47.5275993347168 47.599266052246094 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.318 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.315259710784693e-17 -2.0945924012929895 -1.7961675976341556 -0.09489269019985953 -0.011518498038796093 0.022669942120090075 6.293978510960677e-16 -21.08541767622098 -17.99351371307228 -0.7661910076338152 -0.09203144469323442 0.18124260945989584 -0.04667407671083623 -1.4998309177211304 2.0755613485919397 -0.30268652856860356 1.466639518737793 2.7316536903381348 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.007581645622849464 -2.130143642425537 -1.5939936637878418 -0.10718926042318344 -0.03887557238340378 0.017766091972589493 6.315259710784693e-17 -2.0945924012929895 -1.7961675976341556 -0.09489269019985953 -0.011518498038796093 0.022669942120090075 -0.6488904574767188 -0.1453875021444299 0.21447847339103368 -1.0370019149450407 -1.632976574813508 0.860291118127644 0.0 0.0 0.0 0.0 0.0 0.0 12.101613789367413 23.376915474753925 11.911897391755108 -0.1319865927450222 -0.2629414121670395 0.5704262316360305 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.609888 7 253 253 253 253 253 253 1 3.00711727142334 -8.370129585266113 -2.719813108444214 0.0 1.0 0.0 47.68867492675781 47.77823257446289 0.6837049722671509 47.65659713745117 47.65659713745117 47.670928955078125 47.584930419921875 47.5275993347168 47.584930419921875 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.326 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -8.083782206213834e-17 -2.094525029209669 -1.7962044688480923 -0.09490509091534194 -0.011515765859776926 0.022669930401654187 -8.056541428741059e-16 -21.08473946860615 -17.99388307876759 -0.7662911345948153 -0.09200961490419009 0.18124251577285033 -0.04666167894472295 -1.4998548787883301 2.0755613485919397 -0.3026746076396485 1.4666757583618164 2.7316298484802246 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.027600690722465515 -2.066828489303589 -1.621305227279663 -0.11588329076766968 -0.03492046520113945 0.019758425652980804 -8.083782206213834e-17 -2.094525029209669 -1.7962044688480923 -0.09490509091534194 -0.011515765859776926 0.022669930401654187 -0.6488863766181908 -0.14538481377035067 0.21448983434400049 -1.0369832392762832 -1.6329646416375747 0.860255712430936 0.0 0.0 0.0 0.0 0.0 0.0 12.21739099879785 23.40782844995972 12.001871799733962 -0.13068718609250368 -0.2642490856024884 0.5679307507365043 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.606181 7 253 253 253 253 253 253 1 3.1220388412475586 -8.389283180236816 -2.719813108444214 0.0 1.0 0.0 47.730770111083984 47.82570266723633 0.6725152134895325 47.68526077270508 47.65659713745117 47.71392822265625 47.65659713745117 47.570594787597656 47.61359786987305 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.3339999999998 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.361215038001312e-18 -2.094444450472263 -1.796279837616304 -0.09491573812418463 -0.01151491148865669 0.02267038234761869 2.3532582014890517e-17 -21.08392831492633 -17.994638102389068 -0.7663771032363882 -0.092002788579418 0.18124612900951004 -0.04668552080263311 -1.4998788398555298 2.0755613485919397 -0.30268652856860356 1.4666757583618164 2.7316174507141113 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.015778981149196625 -2.105344772338867 -1.5983370542526245 -0.11490597575902939 -0.024582644924521446 0.005860872566699982 2.361215038001312e-18 -2.094444450472263 -1.796279837616304 -0.09491573812418463 -0.01151491148865669 0.02267038234761869 -0.6488904360052385 -0.1453695962719104 0.21450845630445853 -1.0369676018452834 -1.6329246063168295 0.8602442253966043 0.0 0.0 0.0 0.0 0.0 0.0 12.079790251838888 23.041231921958385 11.80860610106848 -0.13301261711813978 -0.2625294484437766 0.5616960564792677 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.604044 7 253 253 253 253 253 253 1 3.045424461364746 -8.370129585266113 -2.624044895172119 0.0 1.0 0.0 47.68867492675781 47.77823257446289 0.6971306204795837 47.65659713745117 47.64226531982422 47.670928955078125 47.64226531982422 47.5275993347168 47.599266052246094 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1858.3419999999999 -0.04666167894472295 -1.4998548787883301 2.0755489508258265 -0.30268652856860356 1.4666638374328613 2.7316298484802246 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.451235256072508e-17 -2.094564505790783 -1.796191852007473 -0.09489026263270695 -0.011517258062788806 0.022669797490465427 5.432865651007163e-16 -21.085136863440923 -17.993756686723216 -0.7661714067549822 -0.09202153743076398 0.18124145316887236 -0.04667407671083623 -1.4998788398555298 2.0755613485919397 -0.3026622098735352 1.4666757583618164 2.7316298484802246 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.004339803941547871 -2.067596197128296 -1.621341347694397 -0.10292034596204758 -0.03455806523561478 0.008958939462900162 5.451235256072508e-17 -2.094564505790783 -1.796191852007473 -0.09489026263270695 -0.011517258062788806 0.022669797490465427 -0.6488849733828699 -0.14537692702304097 0.21450171092267634 -1.0369852585194548 -1.6329471360128303 0.8602515747578878 0.0 0.0 0.0 0.0 0.0 0.0 12.24126388610726 23.479222428935216 11.917240622086567 -0.1327642122093148 -0.2646593684680447 0.5730796219554035 -0.6488925572155837 -0.14538825914250686 0.21450091611990035 -1.0369619505011458 -1.6329510204333866 0.8602747080850959 0.0 0.0 0.0 0.0 0.0 0.0 768 29.875 30.4375 30.0625 32.8125 33.5 33.5625 0.607356 7 253 253 253 253 253 253 1 3.045424461364746 -8.427590370178223 -2.7006595134735107 0.0 1.0 0.0 47.703006744384766 47.789878845214844 0.5785199999809265 47.65659713745117 47.64226531982422 47.670928955078125 47.6995964050293 47.54193115234375 47.64226531982422 0 1 0.54 -0.023 -0.038 0.067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
